;cd_instrumento;tp_instrumento;stp_instrumento;dt_medicao;hr_medicao;sit_medicao;valor;tp_coleta;just_n_medicao;numero_OS;cond_adversa;obs;unid_medida_u;unid_medida_y;leitura_m;unid_medida_w;unid_medida_aa;unid_medida_ac;lei_manual_m;leitura;leitua_sensor_u1;cota_z;leitura_sensor_u1;unid_medida;Valor;unid_medida_aec;desv_padrao
3740;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:04.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3741;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:00.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3742;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:02.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3743;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3744;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:22.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3745;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:32.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3746;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:34.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3747;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:49.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3748;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:40.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3749;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:25.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3750;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:57.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3751;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:17.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3752;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:30.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3753;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:19.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3754;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:37.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3755;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:07.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3756;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:27.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3757;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:45.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3758;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-24;0:55.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3759;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:42.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3760;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:37.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3761;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:52.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3762;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:40.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3763;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3764;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:57.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3765;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:34.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3766;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:32.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3767;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:19.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3768;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:49.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3769;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:17.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3770;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:55.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3771;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:27.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3772;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:07.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3773;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:45.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3774;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:30.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3775;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:02.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3776;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:22.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3777;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:00.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3778;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-25;0:25.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3779;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:45.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3780;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:00.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3781;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:30.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3782;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:42.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3783;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:52.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3784;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:49.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3785;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:55.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3786;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:19.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3787;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:34.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3788;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:32.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3789;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:27.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3790;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:25.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3791;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:02.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3792;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:22.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3793;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:57.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3794;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:04.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3795;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:17.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3796;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:37.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3797;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:07.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3798;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:40.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3799;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-26;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3800;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:37.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3801;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:07.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3802;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:45.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3803;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:52.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3804;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:49.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3805;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:30.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3806;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:32.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3807;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:57.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3808;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:34.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3809;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:42.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3810;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:55.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3811;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:17.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3812;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:19.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3813;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:22.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3814;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:40.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3815;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3816;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:25.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3817;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-27;0:27.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3818;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:34.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3819;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:17.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3820;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:37.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3821;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:42.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3822;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:25.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3823;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:19.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3824;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:52.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3825;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:00.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3826;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:30.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3827;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:57.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3828;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:27.29;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3829;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3830;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:32.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3831;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:55.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3832;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:45.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3833;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:07.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3834;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:02.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3835;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:22.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3836;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:49.59;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3837;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-28;0:40.00;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
3838;PICBMV2PZ017;Piezômetro;Casagrande;2019-10-29;0:47.30;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;0
